,text,label
520,is fast stylish good helps be regular amazon ,2
521,still learning use is small enough put ,2
522,here playing are also nice free kid only do not like is is not very loud was louder get ,2
523,gave daughter are enjoying very much ,2
524,get pay get overall works great slow occasionally not best ,2
525,love is excellent am not subpar takes amazon outdated google ,2
526,got old was looking get was great less works does ,2
527,ok asking give first ,2
528,compared initial is big great black friday promotional ,2
529,fine wanted using ,2
530,have not personslly used was requested obviously were aware so far so guess good ,2
531,have kindle so expected up better sadly did not older is better sound new is lighter did pay less ,2
532,get pay say purchased has started fail has used have had reboot times now googled were able fix ourselves goes completely black other are perfectly fine so far ,2
533,got were cheap enough so not are functional have not found is not hi so was not expecting great had same never looked quite are ok beat broke last had probably wont last much longer cheap have spent few more gotten better want disposable such ll probably be ok want good think buying good ,2
534,want inexpensive read kindle do email is ,2
535,say is not is have been downloading even gig card main only allows not be transferred so storage is very limited ,2
536,has poor charging is slow ,2
537,have other is okay was decent go larger next seems small ,2
538,is heavily advertised manipulate purchase more ,2
539,confusing compared older am not big take are not using older great has awesome ,2
540,bought old absolutely loves was easy set use ,2
541,not handle true apps drain used intended be great ,2
542,gets done are limited is not meant be full does freeze little ,2
